CustomerID,recency,frequency,monetary,R,F,M,rfm,rfm_segment_name
21521,134.0,3,77.91,4,2,1,421,Loyal
21522,179.0,4,157.5942,3,3,1,331,Potential loyal
21523,0.0,0,0.0,5,1,1,511,Loyal
21524,0.0,0,0.0,5,1,1,511,Loyal
21525,315.0,3,66.83,2,2,1,221,Hold and improve
21526,128.0,1,59.98,4,1,1,411,Loyal
21527,3.0,1,2049.0982,5,1,3,513,Loyal
21528,32.0,2,39.97,5,2,1,521,Loyal
21529,35.0,1,59.98,5,1,1,511,Loyal
21530,142.0,5,138.9699,4,3,1,431,Loyal
21531,0.0,0,0.0,5,1,1,511,Loyal
21532,6.0,5,2169.0381999999995,5,3,3,533,Loyal
21533,177.0,4,82.72999999999999,3,3,1,331,Potential loyal
21534,360.0,5,1572.1924,2,3,2,232,Hold and improve
21535,46.0,3,103.60419999999999,5,2,1,521,Loyal
21536,102.0,4,120.89259999999999,4,3,1,431,Loyal
21537,20.0,1,2071.4196,5,1,3,513,Loyal
21538,9.0,4,2135.0238000000004,5,3,3,533,Loyal
21539,93.0,2,64.97,4,2,1,421,Loyal
21540,172.0,3,1516.6555,3,2,2,322,Potential loyal
21541,114.0,3,179.95999999999998,4,2,1,421,Loyal
21542,21.0,1,33.6442,5,1,1,511,Loyal
21543,153.0,3,74.53999999999999,4,2,1,421,Loyal
21544,52.0,2,34.97,5,2,1,521,Loyal
21545,177.0,4,1555.8666,3,3,2,332,Potential loyal
21546,90.0,1,9.98,4,1,1,411,Loyal
21547,121.0,4,108.89259999999999,4,3,1,431,Loyal
21548,101.0,3,73.86,4,2,1,421,Loyal
21549,299.0,4,117.6241,2,3,1,231,Hold and improve
21550,141.0,2,63.97,4,2,1,421,Loyal
21551,148.0,1,59.98,4,1,1,411,Loyal
21552,100.0,2,4363.125,4,2,4,424,Loyal
21553,115.0,4,4413.0134,4,3,4,434,Loyal
21554,125.0,3,79.97,4,2,1,421,Loyal
21555,108.0,4,4421.105,4,3,4,434,Loyal
21556,107.0,4,4667.5467,4,3,4,434,Loyal
21557,97.0,2,4624.9125,4,2,4,424,Loyal
21558,114.0,3,4657.5125,4,2,4,424,Loyal
21559,103.0,4,4647.8825,4,3,4,434,Loyal
21560,105.0,5,4449.594999999999,4,3,4,434,Loyal
21561,122.0,5,4712.5887,4,3,4,434,Loyal
21562,76.0,3,4371.075,4,2,4,424,Loyal
21563,302.0,2,44.980000000000004,2,2,1,221,Hold and improve
21564,232.0,3,78.6242,3,2,1,321,Potential loyal
21565,314.0,3,76.94,2,2,1,221,Hold and improve
21566,307.0,3,49.56,2,2,1,221,Hold and improve
21567,64.0,5,4713.5598,5,3,4,534,Loyal
21568,62.0,4,4400.305,5,3,4,534,Loyal
21569,69.0,6,4734.9587,5,3,4,534,Loyal
21570,63.0,6,4456.675,5,3,4,534,Loyal
21571,90.0,2,4363.125,4,2,4,424,Loyal
21572,67.0,3,4398.115,5,2,4,524,Loyal
21573,141.0,2,44.980000000000004,4,2,1,421,Loyal
21574,319.0,5,135.2196,2,3,1,231,Hold and improve
21575,363.0,2,557.97,2,2,2,222,Hold and improve
21576,337.0,2,557.97,2,2,2,222,Hold and improve
21577,26.0,2,48.6142,5,2,1,521,Loyal
21578,124.0,3,44.53,4,2,1,421,Loyal
21579,208.0,2,29.96,3,2,1,321,Potential loyal
21580,200.0,4,89.82000000000001,3,3,1,331,Potential loyal
21581,325.0,2,48.54,2,2,1,221,Hold and improve
21582,240.0,4,2119.6924,3,3,3,333,Potential loyal
21583,74.0,4,1099.4374,5,3,2,532,Loyal
21584,83.0,2,1034.0817,4,2,2,422,Loyal
21585,64.0,3,1082.5237,5,2,2,522,Loyal
21586,67.0,1,1000.4375,5,1,2,512,Loyal
21587,62.0,2,1034.0817,5,2,2,522,Loyal
21588,49.0,2,1054.4275,5,2,2,522,Loyal
21589,223.0,2,2589.0882,3,2,3,323,Potential loyal
21590,49.0,4,1063.3875,5,3,2,532,Loyal
21591,7.0,3,84.95,5,2,1,521,Loyal
21592,63.0,3,55.8926,5,2,1,521,Loyal
21593,53.0,1,34.99,5,1,1,511,Loyal
21594,53.0,3,1097.5137,5,2,2,522,Loyal
21595,231.0,5,2652.2024,3,3,3,333,Potential loyal
21596,38.0,2,1034.0817,5,2,2,522,Loyal
21597,343.0,2,582.97,2,2,2,222,Hold and improve
21598,0.0,0,0.0,5,1,1,511,Loyal
21599,54.0,2,1048.5048,5,2,2,522,Loyal
21600,362.0,3,566.0600000000001,2,2,2,222,Hold and improve
21601,311.0,4,618.4881,2,3,2,232,Hold and improve
21602,326.0,2,566.96,2,2,2,222,Hold and improve
21603,328.0,4,593.24,2,3,2,232,Hold and improve
21604,45.0,3,1081.1779,5,2,2,522,Loyal
21605,55.0,3,1065.7932,5,2,2,522,Loyal
21606,53.0,2,1035.4275,5,2,2,522,Loyal
21607,47.0,1,1000.4375,5,1,2,512,Loyal
21608,309.0,2,574.98,2,2,2,222,Hold and improve
21609,327.0,3,567.95,2,2,2,222,Hold and improve
21610,304.0,2,557.2784,2,2,2,222,Hold and improve
21611,307.0,4,631.45,2,3,2,232,Hold and improve
21612,166.0,1,9.98,3,1,1,311,Potential loyal
21613,192.0,3,2632.0681999999997,3,2,3,323,Potential loyal
21614,193.0,2,2589.0882,3,2,3,323,Potential loyal
21615,55.0,2,1034.0817,5,2,2,522,Loyal
21616,255.0,3,83.95,3,2,1,321,Potential loyal
21617,0.0,0,0.0,5,1,1,511,Loyal
21618,330.0,2,583.95,2,2,2,222,Hold and improve
21619,314.0,4,572.53,2,3,2,232,Hold and improve
21620,184.0,3,2629.3896000000004,3,2,3,323,Potential loyal
21622,105.0,5,2640.0181999999995,4,3,3,433,Loyal
21623,12.0,1,19.98,5,1,1,511,Loyal
21624,232.0,2,43.6342,3,2,1,321,Potential loyal
21625,139.0,3,83.95,4,2,1,421,Loyal
21627,186.0,3,51.81,3,2,1,321,Potential loyal
21628,115.0,3,91.2584,4,2,1,421,Loyal
21629,70.0,3,2622.7324,5,2,3,523,Loyal
21630,318.0,2,19.97,2,2,1,221,Hold and improve
21631,167.0,2,14.56,3,2,1,321,Potential loyal
21632,263.0,2,34.95,2,2,1,221,Hold and improve
21633,280.0,2,74.97,2,2,1,221,Hold and improve
21634,101.0,3,53.6142,4,2,1,421,Loyal
21635,190.0,4,86.67150000000001,3,3,1,331,Potential loyal
21636,156.0,2,29.96,4,2,1,421,Loyal
21637,46.0,2,1034.0817,5,2,2,522,Loyal
21639,139.0,1,19.98,4,1,1,411,Loyal
21640,161.0,4,143.93,4,3,1,431,Loyal
21641,32.0,1,1000.4375,5,1,2,512,Loyal
21642,73.0,3,2629.3896000000004,5,2,3,523,Loyal
21643,34.0,2,1048.5048,5,2,2,522,Loyal
21644,37.0,2,1050.4175,5,2,2,522,Loyal
21645,47.0,3,1071.7159,5,2,2,522,Loyal
21646,313.0,3,587.55,2,2,2,222,Hold and improve
21647,321.0,4,622.94,2,3,2,232,Hold and improve
21648,318.0,2,557.2784,2,2,2,222,Hold and improve
21649,313.0,3,567.95,2,2,2,222,Hold and improve
21650,316.0,3,567.95,2,2,2,222,Hold and improve
21651,293.0,4,631.9300000000001,2,3,2,232,Hold and improve
21652,332.0,4,2644.7124000000003,2,3,3,233,Hold and improve
21653,274.0,4,601.5942,2,3,2,232,Hold and improve
21654,287.0,4,616.0173,2,3,2,232,Hold and improve
21655,279.0,4,2654.4438999999998,2,3,3,233,Hold and improve
21656,134.0,2,77.60419999999999,4,2,1,421,Loyal
21657,250.0,2,34.95,3,2,1,321,Potential loyal
21658,78.0,4,2671.6780000000003,4,3,3,433,Loyal
21659,55.0,3,565.47,5,2,2,522,Loyal
21660,38.0,3,1023.4075,5,2,2,522,Loyal
21661,184.0,2,58.980000000000004,3,2,1,321,Potential loyal
21663,131.0,2,43.6242,4,2,1,421,Loyal
21664,56.0,3,85.95,5,2,1,521,Loyal
21665,251.0,3,576.94,3,2,2,322,Potential loyal
21666,96.0,3,826.2015,4,2,2,422,Loyal
21667,88.0,1,48.0673,4,1,1,411,Loyal
21668,190.0,3,2433.7324,3,2,3,323,Potential loyal
21669,158.0,2,2400.0882,4,2,3,423,Loyal
21670,109.0,4,173.25,4,3,1,431,Loyal
21671,252.0,4,654.45,3,3,2,332,Potential loyal
21672,3.0,2,1034.0817,5,2,2,522,Loyal
21673,244.0,5,649.6615,3,3,2,332,Potential loyal
21674,0.0,0,0.0,5,1,1,511,Loyal
21675,0.0,0,0.0,5,1,1,511,Loyal
21676,1.0,2,47.559999999999995,5,2,1,521,Loyal
21677,61.0,1,42.98,5,1,1,511,Loyal
21678,294.0,3,77.91,2,2,1,221,Hold and improve
21679,168.0,1,1700.99,3,1,3,313,Potential loyal
21680,297.0,2,43.6242,2,2,1,221,Hold and improve
21681,73.0,3,829.35,5,2,2,522,Loyal
21682,85.0,2,14.56,4,2,1,421,Loyal
21683,180.0,3,1825.6243,3,2,3,323,Potential loyal
21684,139.0,3,89.94,4,2,1,421,Loyal
21685,33.0,3,1083.4948,5,2,2,522,Loyal
21686,162.0,1,19.98,4,1,1,411,Loyal
21687,71.0,3,55.8926,5,2,1,521,Loyal
21688,291.0,2,29.96,2,2,1,221,Hold and improve
21689,46.0,2,39.95,5,2,1,521,Loyal
21690,254.0,3,97.6142,3,2,1,321,Potential loyal
21691,242.0,2,43.6242,3,2,1,321,Potential loyal
21692,169.0,2,34.95,3,2,1,321,Potential loyal
21693,211.0,2,43.6342,3,2,1,321,Potential loyal
21694,106.0,3,63.6042,4,2,1,421,Loyal
21695,32.0,4,1062.0417,5,3,2,532,Loyal
21696,0.0,0,0.0,5,1,1,511,Loyal
21697,69.0,2,29.96,5,2,1,521,Loyal
21698,286.0,2,24.97,2,2,1,221,Hold and improve
21699,60.0,4,1075.4937,5,3,2,532,Loyal
21700,60.0,2,1054.4275,5,2,2,522,Loyal
21701,203.0,4,95.86,3,3,1,331,Potential loyal
21702,89.0,5,142.5542,4,3,1,431,Loyal
21703,119.0,2,27.96,4,2,1,421,Loyal
21704,47.0,4,1058.9875,5,3,2,532,Loyal
21705,24.0,3,63.6042,5,2,1,521,Loyal
21706,127.0,4,113.0173,4,3,1,431,Loyal
21707,68.0,2,24.97,5,2,1,521,Loyal
21708,146.0,3,73.5942,4,2,1,421,Loyal
21709,56.0,2,1034.0817,5,2,2,522,Loyal
21710,50.0,4,622.94,5,3,2,532,Loyal
21711,54.0,3,1082.5237,5,2,2,522,Loyal
21712,236.0,2,73.97,3,2,1,321,Potential loyal
21713,215.0,2,39.95,3,2,1,321,Potential loyal
21714,0.0,0,0.0,5,1,1,511,Loyal
21715,319.0,2,24.96,2,2,1,221,Hold and improve
21716,111.0,2,19.97,4,2,1,421,Loyal
21717,0.0,0,0.0,5,1,1,511,Loyal
21718,124.0,2,29.96,4,2,1,421,Loyal
21720,311.0,2,29.96,2,2,1,221,Hold and improve
21721,77.0,2,29.96,4,2,1,421,Loyal
21722,49.0,2,24.97,5,2,1,521,Loyal
21723,37.0,3,1082.149,5,2,2,522,Loyal
21724,169.0,2,39.95,3,2,1,321,Potential loyal
21725,169.0,1,9.98,3,1,1,311,Potential loyal
21727,33.0,3,576.94,5,2,2,522,Loyal
21728,59.0,2,1048.5048,5,2,2,522,Loyal
21729,94.0,3,64.95,4,2,1,421,Loyal
21730,25.0,3,36.83,5,2,1,521,Loyal
21731,9.0,2,29.96,5,2,1,521,Loyal
21732,76.0,2,73.48,4,2,1,421,Loyal
21733,14.0,2,29.96,5,2,1,521,Loyal
21734,0.0,0,0.0,5,1,1,511,Loyal
21735,2.0,4,132.0462,5,3,1,531,Loyal
21736,43.0,3,111.6815,5,2,1,521,Loyal
21737,56.0,3,84.60419999999999,5,2,1,521,Loyal
21738,25.0,3,128.6042,5,2,1,521,Loyal
21739,268.0,3,69.55,2,2,1,221,Hold and improve
21740,0.0,0,0.0,5,1,1,511,Loyal
21741,301.0,1,539.99,2,1,2,212,Hold and improve
21742,243.0,2,30.624200000000002,3,2,1,321,Potential loyal
21743,243.0,3,53.6142,3,2,1,321,Potential loyal
21744,91.0,3,63.6042,4,2,1,421,Loyal
21745,140.0,4,108.91,4,3,1,431,Loyal
21746,38.0,2,1054.4275,5,2,2,522,Loyal
21747,303.0,1,539.99,2,1,2,212,Hold and improve
21748,299.0,4,624.5942,2,3,2,232,Hold and improve
21749,35.0,2,1034.0817,5,2,2,522,Loyal
21750,270.0,3,73.96000000000001,2,2,1,221,Hold and improve
21751,127.0,3,74.94,4,2,1,421,Loyal
21752,24.0,2,14.56,5,2,1,521,Loyal
21753,242.0,3,93.46000000000001,3,2,1,321,Potential loyal
21754,104.0,2,29.96,4,2,1,421,Loyal
21755,75.0,2,29.96,4,2,1,421,Loyal
21756,302.0,3,581.9300000000001,2,2,2,222,Hold and improve
21757,0.0,0,0.0,5,1,1,511,Loyal
21758,77.0,2,29.96,4,2,1,421,Loyal
21759,13.0,3,85.7304,5,2,1,521,Loyal
21760,85.0,3,63.6042,4,2,1,421,Loyal
21761,165.0,3,134.98,3,2,1,321,Potential loyal
21762,331.0,4,108.5742,2,3,1,231,Hold and improve
21763,45.0,3,63.6042,5,2,1,521,Loyal
21764,279.0,2,9.57,2,2,1,221,Hold and improve
21765,203.0,3,93.46000000000001,3,2,1,321,Potential loyal
21766,293.0,1,539.99,2,1,2,212,Hold and improve
21767,147.0,5,153.7777,4,3,1,431,Loyal
21768,258.0,1,539.99,2,1,2,212,Hold and improve
21769,300.0,2,603.49,2,2,2,222,Hold and improve
21770,162.0,3,47.94,4,2,1,421,Loyal
21771,170.0,3,55.85,3,2,1,321,Potential loyal
21772,99.0,3,33.6142,4,2,1,421,Loyal
21773,215.0,2,34.95,3,2,1,321,Potential loyal
21775,272.0,3,94.94,2,2,1,221,Hold and improve
21776,240.0,3,55.8926,3,2,1,321,Potential loyal
21777,35.0,2,180.98,5,2,1,521,Loyal
21778,72.0,2,29.96,5,2,1,521,Loyal
21779,10.0,2,29.96,5,2,1,521,Loyal
21780,266.0,4,110.84,2,3,1,231,Hold and improve
21781,55.0,2,1054.4275,5,2,2,522,Loyal
21782,244.0,3,68.5942,3,2,1,321,Potential loyal
21783,306.0,3,73.5942,2,2,1,221,Hold and improve
21784,228.0,3,63.6042,3,2,1,321,Potential loyal
21785,37.0,2,1034.0817,5,2,2,522,Loyal
21786,122.0,4,133.0173,4,3,1,431,Loyal
21787,312.0,3,29.55,2,2,1,221,Hold and improve
21788,33.0,1,1000.4375,5,1,2,512,Loyal
21789,235.0,2,29.96,3,2,1,321,Potential loyal
21790,202.0,4,135.5943,3,3,1,331,Potential loyal
21791,274.0,2,573.6342,2,2,2,222,Hold and improve
21792,29.0,4,115.2396,5,3,1,531,Loyal
21793,33.0,2,1034.0817,5,2,2,522,Loyal
21794,58.0,3,1057.6298,5,2,2,522,Loyal
21795,291.0,5,644.6904,2,3,2,232,Hold and improve
21796,132.0,1,54.99,4,1,1,411,Loyal
21797,56.0,2,1034.0817,5,2,2,522,Loyal
21798,48.0,2,1054.4275,5,2,2,522,Loyal
21799,151.0,3,47.248400000000004,4,2,1,421,Loyal
21800,116.0,3,78.0273,4,2,1,421,Loyal
21801,145.0,2,53.6242,4,2,1,421,Loyal
21802,271.0,4,101.2384,2,3,1,231,Hold and improve
21803,64.0,2,39.980000000000004,5,2,1,521,Loyal
21804,157.0,2,29.96,4,2,1,421,Loyal
21805,257.0,3,64.95,2,2,1,221,Hold and improve
21806,109.0,2,29.96,4,2,1,421,Loyal
21807,46.0,1,1000.4375,5,1,2,512,Loyal
21808,58.0,2,1034.0817,5,2,2,522,Loyal
21809,79.0,3,68.5942,4,2,1,421,Loyal
21810,302.0,4,580.2484000000001,2,3,2,232,Hold and improve
21811,32.0,3,34.54,5,2,1,521,Loyal
21812,46.0,2,1034.0817,5,2,2,522,Loyal
21813,5.0,1,539.99,5,1,2,512,Loyal
21814,171.0,2,29.96,3,2,1,321,Potential loyal
21815,267.0,3,114.2685,2,2,1,221,Hold and improve
21816,180.0,3,106.0762,3,2,1,321,Potential loyal
21817,64.0,2,813.45,5,2,2,522,Loyal
21818,240.0,3,225.85,3,2,1,321,Potential loyal
21819,294.0,2,64.56,2,2,1,221,Hold and improve
21820,141.0,2,86.94999999999999,4,2,1,421,Loyal
21821,154.0,3,67.2484,4,2,1,421,Loyal
21822,215.0,1,564.99,3,1,2,312,Potential loyal
21823,95.0,1,9.98,4,1,1,411,Loyal
21824,19.0,2,54.559999999999995,5,2,1,521,Loyal
21825,0.0,0,0.0,5,1,1,511,Loyal
21826,45.0,2,25.880000000000003,5,2,1,521,Loyal
21827,10.0,2,2106.4096,5,2,3,523,Loyal
21828,18.0,2,2075.9996,5,2,3,523,Loyal
21829,78.0,3,91.60419999999999,4,2,1,421,Loyal
21830,201.0,1,539.99,3,1,2,312,Potential loyal
21831,84.0,2,64.97,4,2,1,421,Loyal
21832,0.0,0,0.0,5,1,1,511,Loyal
21833,20.0,1,2049.0982,5,1,3,513,Loyal
21834,88.0,2,63.97,4,2,1,421,Loyal
21835,20.0,4,2123.3566,5,3,3,533,Loyal
21836,155.0,1,9.98,4,1,1,411,Loyal
21837,0.0,0,0.0,5,1,1,511,Loyal
21838,200.0,1,9.98,3,1,1,311,Potential loyal
21839,123.0,2,57.959999999999994,4,2,1,421,Loyal
21840,329.0,3,64.83,2,2,1,221,Hold and improve
21841,162.0,1,74.97,4,1,1,411,Loyal
21842,107.0,3,69.5568,4,2,1,421,Loyal
21843,266.0,2,27.2684,2,2,1,221,Hold and improve
21844,153.0,2,43.6242,4,2,1,421,Loyal
21846,288.0,2,44.97,2,2,1,221,Hold and improve
21847,157.0,3,195.96,4,2,1,421,Loyal
21848,196.0,1,564.99,3,1,2,312,Potential loyal
21849,281.0,2,38.6342,2,2,1,221,Hold and improve
21851,278.0,1,9.98,2,1,1,211,Hold and improve
21852,138.0,1,9.98,4,1,1,411,Loyal
21853,120.0,3,91.6915,4,2,1,421,Loyal
21854,60.0,1,74.97,5,1,1,511,Loyal
21855,131.0,3,594.95,4,2,2,422,Loyal
21856,70.0,1,24.99,5,1,1,511,Loyal
21857,338.0,3,2233.8409,2,2,3,223,Hold and improve
21858,342.0,4,2244.5125,2,3,3,233,Hold and improve
21859,132.0,1,9.98,4,1,1,411,Loyal
21860,147.0,1,4.99,4,1,1,411,Loyal
21861,331.0,2,43.6242,2,2,1,221,Hold and improve
21862,219.0,2,27.2684,3,2,1,321,Potential loyal
21863,264.0,2,39.980000000000004,2,2,1,221,Hold and improve
21864,183.0,2,57.959999999999994,3,2,1,321,Potential loyal
21865,212.0,3,198.95999999999998,3,2,1,321,Potential loyal
21866,67.0,1,9.98,5,1,1,511,Loyal
21867,111.0,2,32.2584,4,2,1,421,Loyal
21868,326.0,1,9.98,2,1,1,211,Hold and improve
21869,28.0,1,9.98,5,1,1,511,Loyal
21870,45.0,4,114.2284,5,3,1,531,Loyal
21871,25.0,1,59.98,5,1,1,511,Loyal
21872,103.0,1,4.99,4,1,1,411,Loyal
21873,65.0,4,4403.705,5,3,4,534,Loyal
21874,67.0,4,4400.075,5,3,4,534,Loyal
21875,62.0,3,4659.9025,5,2,4,524,Loyal
21876,87.0,5,4470.719300000001,4,3,4,434,Loyal
21877,70.0,2,4363.125,5,2,4,524,Loyal
21878,89.0,5,4405.995,4,3,4,434,Loyal
21880,120.0,2,44.980000000000004,4,2,1,421,Loyal
21881,102.0,4,132.6142,4,3,1,431,Loyal
21882,67.0,2,4624.9125,5,2,4,524,Loyal
21883,329.0,3,51.85,2,2,1,221,Hold and improve
21884,84.0,3,73.63419999999999,4,2,1,421,Loyal
21885,83.0,4,4397.005,4,3,4,434,Loyal
21886,84.0,5,4437.349200000001,4,3,4,434,Loyal
21887,327.0,2,39.99,2,2,1,221,Hold and improve
21888,87.0,5,4663.7925,4,3,4,434,Loyal
21889,88.0,2,4363.125,4,2,4,424,Loyal
21890,154.0,2,44.980000000000004,4,2,1,421,Loyal
21891,72.0,3,4658.5567,5,2,4,524,Loyal
21892,62.0,3,4658.5567,5,2,4,524,Loyal
21893,63.0,5,4406.585,5,3,4,534,Loyal
21894,87.0,2,4363.125,4,2,4,424,Loyal
21895,65.0,3,4395.725,5,2,4,524,Loyal
21896,205.0,3,78.6242,3,2,1,321,Potential loyal
21897,86.0,4,4652.180899999999,4,3,4,434,Loyal
21898,57.0,3,78.6242,5,2,1,521,Loyal
21899,81.0,5,4408.285,4,3,4,434,Loyal
21900,209.0,3,89.94,3,2,1,321,Potential loyal
21901,0.0,0,0.0,5,1,1,511,Loyal
21902,57.0,3,47.248400000000004,5,2,1,521,Loyal
21903,286.0,2,557.2784,2,2,2,222,Hold and improve
21904,114.0,1,43.96,4,1,1,411,Loyal
21905,163.0,1,29.97,3,1,1,311,Potential loyal
21906,130.0,2,19.97,4,2,1,421,Loyal
21907,108.0,2,29.96,4,2,1,421,Loyal
21908,138.0,3,78.0273,4,2,1,421,Loyal
21909,290.0,2,582.97,2,2,2,222,Hold and improve
21910,15.0,2,1054.4275,5,2,2,522,Loyal
21911,173.0,3,55.54,3,2,1,321,Potential loyal
21912,230.0,2,573.6342,3,2,2,322,Potential loyal
21913,7.0,3,84.60419999999999,5,2,1,521,Loyal
21914,252.0,2,49.96,3,2,1,321,Potential loyal
21915,292.0,3,578.7684,2,2,2,222,Hold and improve
21916,136.0,2,43.6242,4,2,1,421,Loyal
21917,208.0,3,89.94,3,2,1,321,Potential loyal
21918,332.0,3,83.95,2,2,1,221,Hold and improve
21919,35.0,1,1000.4375,5,1,2,512,Loyal
21920,35.0,4,1118.3775,5,3,2,532,Loyal
21921,15.0,2,587.0862,5,2,2,522,Loyal
21922,53.0,1,1000.4375,5,1,2,512,Loyal
21923,23.0,1,1000.4375,5,1,2,512,Loyal
21924,0.0,0,0.0,5,1,1,511,Loyal
21925,0.0,0,0.0,5,1,1,511,Loyal
21926,21.0,3,1101.5237,5,2,2,522,Loyal
21927,5.0,2,1050.4175,5,2,2,522,Loyal
21928,21.0,1,48.0673,5,1,1,511,Loyal
21929,24.0,3,1071.7159,5,2,2,522,Loyal
21930,17.0,4,1160.0618,5,3,2,532,Loyal
21931,17.0,1,1000.4375,5,1,2,512,Loyal
21932,12.0,4,1085.3675,5,3,2,532,Loyal
21933,36.0,3,63.6042,5,2,1,521,Loyal
21934,131.0,1,19.98,4,1,1,411,Loyal
21935,0.0,0,0.0,5,1,1,511,Loyal
21936,119.0,4,113.0173,4,3,1,431,Loyal
21937,24.0,3,1028.3975,5,2,2,522,Loyal
21938,137.0,2,24.97,4,2,1,421,Loyal
21939,263.0,3,584.97,2,2,2,222,Hold and improve
21940,282.0,4,627.23,2,3,2,232,Hold and improve
21941,28.0,2,1054.4275,5,2,2,522,Loyal
21942,299.0,2,574.98,2,2,2,222,Hold and improve
21943,85.0,2,4363.125,4,2,4,424,Loyal
21944,82.0,4,4450.7592,4,3,4,434,Loyal
21945,71.0,2,4624.9125,5,2,4,524,Loyal
21946,43.0,4,4400.305,5,3,4,534,Loyal
21947,54.0,3,4386.975,5,2,4,524,Loyal
21948,56.0,2,4624.9125,5,2,4,524,Loyal
21949,34.0,3,4396.769200000001,5,2,4,524,Loyal
21950,33.0,3,2209.5225,5,2,3,523,Loyal
21951,45.0,4,4665.4925,5,3,4,534,Loyal
21952,214.0,4,125.72040000000001,3,3,1,331,Potential loyal
21953,251.0,1,35.0,3,1,1,311,Potential loyal
21954,0.0,0,0.0,5,1,1,511,Loyal
21955,37.0,4,4652.8724999999995,5,3,4,534,Loyal
21956,50.0,3,4379.025,5,2,4,524,Loyal
21957,31.0,3,4657.5125,5,2,4,524,Loyal
21958,37.0,4,4430.715,5,3,4,534,Loyal
21959,50.0,5,4459.575,5,3,4,534,Loyal
21960,107.0,2,44.980000000000004,4,2,1,421,Loyal
21961,301.0,3,49.56,2,2,1,221,Hold and improve
21962,304.0,1,35.0,2,1,1,211,Hold and improve
21963,237.0,2,44.980000000000004,3,2,1,321,Potential loyal
21964,98.0,3,108.48,4,2,1,421,Loyal
21965,42.0,4,103.5181,5,3,1,531,Loyal
21966,33.0,3,4396.769200000001,5,2,4,524,Loyal
21967,29.0,4,158.94,5,3,1,531,Loyal
21968,37.0,5,4468.0476,5,3,4,534,Loyal
21969,32.0,7,4508.6276,5,4,4,544,Star
21970,44.0,1,4.58,5,1,1,511,Loyal
21971,169.0,2,64.56,3,2,1,321,Potential loyal
21972,214.0,3,112.74,3,2,1,321,Potential loyal
21973,33.0,2,55.6242,5,2,1,521,Loyal
21974,39.0,5,4704.958699999999,5,3,4,534,Loyal
21975,1.0,2,107.46000000000001,5,2,1,521,Loyal
21976,73.0,3,4198.33,5,2,4,524,Loyal
21977,200.0,2,69.99000000000001,3,2,1,321,Potential loyal
21978,250.0,2,39.58,3,2,1,321,Potential loyal
21979,84.0,3,3936.5425,4,2,4,424,Loyal
21980,69.0,6,4365.88,5,3,4,534,Loyal
21981,49.0,2,97.95,5,2,1,521,Loyal
21982,78.0,2,3882.5525,4,2,4,424,Loyal
21983,48.0,2,4144.34,5,2,4,524,Loyal
21984,57.0,5,4177.9,5,3,4,534,Loyal
21985,49.0,3,3936.5425,5,2,4,524,Loyal
21986,45.0,2,3882.5525,5,2,4,524,Loyal
21987,51.0,4,4391.085,5,3,4,534,Loyal
21988,37.0,1,35.0,5,1,1,511,Loyal
21989,277.0,1,35.0,2,1,1,211,Hold and improve
21990,266.0,4,127.06620000000001,2,3,1,231,Hold and improve
21991,0.0,0,0.0,5,1,1,511,Loyal
21992,1.0,5,213.51999999999998,5,3,1,531,Loyal
21993,295.0,3,78.6242,2,2,1,221,Hold and improve
21994,38.0,3,4396.769200000001,5,2,4,524,Loyal
21995,133.0,2,39.58,4,2,1,421,Loyal
21996,39.0,5,3949.1666999999998,5,3,4,534,Loyal
21997,56.0,2,44.980000000000004,5,2,1,521,Loyal
21998,167.0,2,56.980000000000004,3,2,1,321,Potential loyal
21999,61.0,3,4658.5567,5,2,4,524,Loyal
22000,57.0,5,4408.285,5,3,4,534,Loyal
22001,238.0,3,83.6142,3,2,1,321,Potential loyal
22002,122.0,2,87.27839999999999,4,2,1,421,Loyal
22003,174.0,2,78.95,3,2,1,321,Potential loyal
22004,61.0,3,3916.1967,5,2,4,524,Loyal
22005,2.0,4,180.0462,5,3,1,531,Loyal
22006,285.0,3,54.55,2,2,1,221,Hold and improve
22007,19.0,2,54.97,5,2,1,521,Loyal
22008,20.0,4,585.2384,5,3,2,532,Loyal
22009,285.0,1,19.98,2,1,1,211,Hold and improve
22010,62.0,3,63.6042,5,2,1,521,Loyal
22011,30.0,3,93.94,5,2,1,521,Loyal
22012,181.0,2,29.96,3,2,1,321,Potential loyal
22013,15.0,3,590.95,5,2,2,522,Loyal
22014,200.0,2,44.97,3,2,1,321,Potential loyal
22015,173.0,1,9.98,3,1,1,311,Potential loyal
22016,4.0,2,573.6342,5,2,2,522,Loyal
22017,206.0,1,69.99,3,1,1,311,Potential loyal
22018,199.0,2,98.95,3,2,1,321,Potential loyal
22019,304.0,2,14.56,2,2,1,221,Hold and improve
22020,94.0,2,99.5842,4,2,1,421,Loyal
22021,57.0,3,65.8826,5,2,1,521,Loyal
22022,47.0,3,58.6142,5,2,1,521,Loyal
22023,283.0,4,102.93,2,3,1,231,Hold and improve
22024,239.0,3,38.6042,3,2,1,321,Potential loyal
22025,173.0,2,29.96,3,2,1,321,Potential loyal
22026,122.0,2,38.6342,4,2,1,421,Loyal
22027,231.0,2,64.97,3,2,1,321,Potential loyal
22028,329.0,1,69.99,2,1,1,211,Hold and improve
22029,16.0,2,61.94,5,2,1,521,Loyal
22031,39.0,4,3910.5125,5,3,4,534,Loyal
